HDPE_wt%,LDPE_wt%,PP_wt%,Temperature_C,VRT_s,Liquid,Gas,Solid,Gasoline,Diesel,Aromatics,BTX,Wax
42.297650130548305,57.7023498694517,0.0,500,1.0,87.62190246582031,11.611522674560547,0.6864522695541382,14.94449520111084,23.859323501586914,3.3439793586730957,1.1782211065292358,56.44184494018555
41.45169712793734,56.54830287206267,2.0,500,1.0,87.74026489257812,11.551551818847656,0.7010908722877502,14.944693565368652,23.108882904052734,3.295271396636963,1.132906198501587,56.66301345825195
40.60574412532637,55.39425587467364,4.0,500,1.0,87.82875061035156,11.537134170532227,0.7185336947441101,15.060737609863281,22.481552124023438,3.2681334018707275,1.1029589176177979,56.74365234375
39.759791122715406,54.2402088772846,6.0,500,1.0,87.95932006835938,11.5075044631958,0.7377815246582031,15.216429710388184,21.928861618041992,3.221637725830078,1.0732165575027466,56.82917404174805
38.91383812010444,53.08616187989556,8.0,500,1.0,88.16243743896484,11.378020286560059,0.7498899102210999,15.335728645324707,21.36269187927246,3.131870985031128,1.0285980701446533,57.05226135253906
38.067885117493475,51.93211488250654,10.0,500,1.0,88.18359375,11.229677200317383,0.7803484797477722,15.663084030151367,20.887989044189453,3.077955961227417,1.00279700756073,57.05017852783203
37.221932114882506,50.7780678851175,12.0,500,1.0,88.2099838256836,11.018653869628906,0.8446988463401794,16.230058670043945,20.45374298095703,3.000370979309082,0.9755772352218628,57.1629753112793
36.375979112271544,49.62402088772847,14.0,500,1.0,88.18753051757812,10.802472114562988,0.9238640666007996,16.88752555847168,20.01640510559082,2.9142963886260986,0.9498373866081238,57.19721984863281
35.530026109660575,48.46997389033943,16.0,500,1.0,88.18519592285156,10.440397262573242,1.0256915092468262,17.637434005737305,19.67578887939453,2.8094964027404785,0.9202080965042114,57.394264221191406
34.684073107049606,47.315926892950394,18.0,500,1.0,88.09535217285156,9.97189998626709,1.1627851724624634,18.433696746826172,19.370309829711914,2.696904182434082,0.8862823247909546,57.68436050415039
33.838120104438644,46.16187989556136,20.0,500,1.0,87.9266357421875,9.510334014892578,1.3330885171890259,19.272798538208008,19.05895233154297,2.581878423690796,0.8501956462860107,57.80270004272461
32.992167101827675,45.00783289817233,22.0,500,1.0,87.65461730957031,9.005946159362793,1.5312514305114746,19.876937866210938,18.592994689941406,2.427825450897217,0.8072905540466309,57.509376525878906
32.146214099216714,43.85378590078329,24.0,500,1.0,87.3093490600586,8.501592636108398,1.7523868083953857,20.222389221191406,18.156158447265625,2.2665560245513916,0.7558643221855164,57.165706634521484
31.300261096605745,42.69973890339426,26.0,500,1.0,86.97078704833984,7.975042819976807,2.00167179107666,20.489315032958984,17.724306106567383,2.104910373687744,0.7012203931808472,56.90725326538086
30.454308093994776,41.545691906005224,28.0,500,1.0,86.58097839355469,7.449512958526611,2.2978901863098145,20.848800659179688,17.340023040771484,1.9443061351776123,0.6509448289871216,56.34848403930664
29.608355091383814,40.39164490861619,30.0,500,1.0,86.24266815185547,6.932718276977539,2.6333580017089844,21.320810317993164,17.0096492767334,1.7863372564315796,0.6041210889816284,55.76500701904297
28.762402088772845,39.23759791122716,32.0,500,1.0,85.92667388916016,6.399593353271484,3.0229287147521973,21.738094329833984,16.68523597717285,1.6288269758224487,0.5550817251205444,55.21107864379883
27.916449086161883,38.083550913838124,34.0,500,1.0,85.6324234008789,5.918239593505859,3.4325380325317383,22.12310218811035,16.359981536865234,1.4889148473739624,0.5101395845413208,54.59009552001953
